Código SNIES del programa,Año,Semestre,ID Sexo,Admitidos 2014,Selected
54146,2014,1,1,39,No
54146,2014,2,1,17,No
54738,2014,1,2,34,No
54738,2014,2,2,24,No
54738,2014,1,1,11,No
54738,2014,2,1,7,No
54765,2014,1,2,36,No
54765,2014,2,2,11,No
54765,2014,1,1,18,No
54765,2014,2,1,4,No
54791,2014,1,2,10,No
54791,2014,2,2,5,No
54791,2014,1,1,2,No
54791,2014,2,1,4,No
90605,2014,1,2,1,No
90605,2014,1,1,6,No
90840,2014,1,2,1,No
90840,2014,2,2,1,No
90840,2014,1,1,19,No
90840,2014,2,1,4,No
91388,2014,2,2,7,No
91388,2014,2,1,7,No
91389,2014,1,2,26,No
91389,2014,2,2,10,No
91389,2014,1,1,47,No
91389,2014,2,1,16,No
102052,2014,1,2,2,No
102052,2014,2,2,10,No
102052,2014,1,1,5,No
102052,2014,2,1,26,No
102515,2014,1,2,7,No
102515,2014,2,2,2,No
102515,2014,1,1,6,No
102515,2014,2,1,2,No
102516,2014,1,2,2,No
102516,2014,2,2,11,No
102516,2014,2,1,2,No
102517,2014,1,2,2,No
102517,2014,2,2,10,No
102517,2014,1,1,2,No
102517,2014,2,1,6,No
2218,2014,1,2,3,No
2218,2014,2,2,3,No
2218,2014,1,1,7,No
2218,2014,2,1,2,No
3429,2014,1,2,7,No
3429,2014,2,2,6,No
3429,2014,1,1,20,No
3429,2014,2,1,18,No
54303,2014,1,2,2,No
54303,2014,2,2,1,No
54303,2014,1,1,2,No
54303,2014,2,1,2,No
54558,2014,1,2,9,No
54558,2014,2,2,7,No
54558,2014,1,1,14,No
54558,2014,2,1,8,No
90911,2014,1,2,2,No
90911,2014,1,1,2,No
90911,2014,2,1,2,No
101653,2014,2,2,1,No
102806,2014,1,2,5,No
102806,2014,2,2,6,No
102806,2014,1,1,2,No
102806,2014,2,1,1,No
103063,2014,1,2,13,No
103063,2014,2,2,3,No
103063,2014,1,1,12,No
103063,2014,2,1,6,No
2190,2014,1,2,55,No
2190,2014,2,2,28,No
2190,2014,1,1,37,No
2190,2014,2,1,23,No
2191,2014,1,2,36,No
2191,2014,2,2,48,No
2191,2014,1,1,62,No
2191,2014,2,1,50,No
2192,2014,1,2,29,No
2192,2014,2,2,22,No
2192,2014,1,1,19,No
2192,2014,2,1,20,No
51623,2014,1,2,92,No
51623,2014,2,2,79,No
51623,2014,1,1,58,No
51623,2014,2,1,30,No
51624,2014,1,2,87,No
51624,2014,1,1,56,No
52134,2014,1,2,78,No
52134,2014,2,2,84,No
52134,2014,1,1,22,No
52134,2014,2,1,22,No
53380,2014,1,2,32,No
53380,2014,2,2,22,No
53380,2014,1,1,15,No
53380,2014,2,1,11,No
53496,2014,1,2,20,No
53496,2014,2,2,18,No
53496,2014,1,1,28,No
53496,2014,2,1,17,No
53873,2014,1,2,1,No
54085,2014,2,2,4,No
90408,2014,1,2,13,No
90408,2014,2,2,4,No
90408,2014,1,1,3,No
90408,2014,2,1,5,No
90829,2014,1,1,2,No
101265,2014,1,2,6,No
101265,2014,2,2,4,No
101265,2014,1,1,8,No
101265,2014,2,1,3,No
101283,2014,1,2,2,No
101283,2014,2,2,5,No
101283,2014,2,1,8,No
101728,2014,1,2,10,No
101728,2014,2,2,86,No
101728,2014,1,1,17,No
101728,2014,2,1,47,No
101999,2014,1,2,7,No
101999,2014,2,2,10,No
101999,2014,1,1,6,No
101999,2014,2,1,11,No
102245,2014,1,1,1,No
102333,2014,1,2,3,No
102333,2014,1,1,17,No
102333,2014,2,1,11,No
102338,2014,1,2,9,No
102338,2014,2,2,5,No
102338,2014,1,1,6,No
102338,2014,2,1,11,No
102989,2014,2,2,8,No
102989,2014,2,1,2,No
103746,2014,2,2,1,No
103746,2014,2,1,1,No
101276,2014,1,2,3,No
101276,2014,2,2,6,No
101276,2014,2,1,1,No
101277,2014,2,2,3,No
101277,2014,2,1,1,No
101278,2014,2,2,1,No
101278,2014,2,1,5,No
101317,2014,1,2,12,No
101317,2014,1,1,10,No
101317,2014,2,2,1,No
101317,2014,2,1,3,No
51762,2014,1,2,33,No
51762,2014,2,2,19,No
51762,2014,1,1,21,No
51762,2014,2,1,88,No
102992,2014,1,2,13,No
102992,2014,1,1,2,No
2180,2014,1,2,21,No
2180,2014,2,2,23,No
2180,2014,1,1,9,No
2180,2014,2,1,8,No
3302,2014,1,2,11,No
3302,2014,2,2,4,No
3302,2014,1,1,15,No
3302,2014,2,1,11,No
3320,2014,1,2,2,No
3320,2014,1,1,18,No
3320,2014,2,1,7,No
3495,2014,1,2,2,No
3495,2014,2,2,1,No
3495,2014,2,1,4,No
3552,2014,1,2,9,No
3552,2014,2,2,10,No
3552,2014,1,1,6,No
3552,2014,2,1,2,No
3553,2014,1,2,7,No
3553,2014,2,2,9,No
3553,2014,1,1,6,No
3553,2014,2,1,5,No
52897,2014,1,2,2,No
52897,2014,2,2,2,No
52897,2014,2,1,2,No
2187,2014,1,2,18,No
2187,2014,2,2,7,No
2187,2014,1,1,6,No
2187,2014,2,1,7,No
2188,2014,1,2,13,No
2188,2014,2,2,5,No
2188,2014,1,1,15,No
2188,2014,2,1,3,No
2189,2014,1,2,26,No
2189,2014,2,2,12,No
2189,2014,1,1,55,No
2189,2014,2,1,49,No
2477,2014,2,1,1,No
19543,2014,1,2,23,No
19543,2014,2,2,25,No
19543,2014,1,1,8,No
19543,2014,2,1,10,No
53257,2014,1,2,11,No
53257,2014,2,2,17,No
53257,2014,1,1,6,No
53257,2014,2,1,17,No
53610,2014,1,2,8,No
53610,2014,2,2,2,No
53610,2014,1,1,1,No
53610,2014,2,1,2,No
53611,2014,1,2,33,No
53611,2014,2,2,13,No
53611,2014,1,1,13,No
53611,2014,2,1,2,No
53735,2014,1,2,5,No
53735,2014,2,2,1,No
53735,2014,1,1,12,No
53735,2014,2,1,13,No
90614,2014,1,2,9,No
90614,2014,2,2,7,No
90614,2014,1,1,31,No
90614,2014,2,1,18,No
90690,2014,1,2,9,No
90690,2014,2,2,9,No
90690,2014,1,1,5,No
90690,2014,2,1,8,No
2794,2014,1,2,5,No
2794,2014,2,2,7,No
2794,2014,1,1,5,No
2794,2014,2,1,2,No
53192,2014,1,2,3,No
53192,2014,1,1,5,No
53192,2014,2,1,5,No
20925,2014,1,2,32,No
20925,2014,2,2,11,No
20925,2014,1,1,53,No
20925,2014,2,1,20,No
51758,2014,1,2,106,No
51758,2014,1,1,83,No
101810,2014,1,2,20,No
101810,2014,2,2,11,No
101810,2014,1,1,51,No
101810,2014,2,1,14,No
101981,2014,1,2,62,No
101981,2014,2,2,32,No
101981,2014,1,1,52,No
101981,2014,2,1,19,No
102897,2014,1,2,6,No
102897,2014,2,2,3,No
102897,2014,1,1,21,No
102897,2014,2,1,12,No
2199,2014,1,2,15,No
2199,2014,2,2,6,No
2199,2014,1,1,8,No
2199,2014,2,1,2,No
2205,2014,1,2,44,No
2205,2014,2,2,32,No
2205,2014,1,1,37,No
2205,2014,2,1,19,No
2206,2014,1,2,112,No
2206,2014,2,2,100,No
2206,2014,1,1,50,No
2206,2014,2,1,39,No
54381,2014,1,2,2,No
54381,2014,2,2,1,No
54382,2014,2,2,3,No
54382,2014,2,1,1,No
54733,2014,1,2,1,No
54733,2014,2,2,1,No
54733,2014,1,1,1,No
54733,2014,2,1,2,No
91036,2014,2,2,1,No
91036,2014,1,1,6,No
91036,2014,2,1,3,No
53562,2014,1,2,15,No
53562,2014,2,2,3,No
54378,2014,1,2,1,No
54380,2014,1,2,11,No
54380,2014,2,2,3,No
2209,2014,1,2,23,No
2209,2014,2,2,11,No
2209,2014,1,1,2,No
2209,2014,2,1,1,No
2950,2014,1,2,19,No
2950,2014,2,2,13,No
2950,2014,1,1,9,No
2950,2014,2,1,2,No
53865,2014,1,2,16,No
53865,2014,2,2,7,No
53865,2014,1,1,23,No
53865,2014,2,1,12,No
54003,2014,1,2,26,No
54003,2014,2,2,14,No
54003,2014,1,1,10,No
54003,2014,2,1,4,No
2699,2014,1,2,11,No
2699,2014,2,2,10,No
2699,2014,1,1,8,No
2699,2014,2,1,5,No
8633,2014,1,2,17,No
8633,2014,2,2,6,No
8633,2014,1,1,3,No
8633,2014,2,1,2,No
19637,2014,1,2,2,No
19637,2014,2,2,2,No
19637,2014,1,1,9,No
19637,2014,2,1,6,No
103176,2014,1,2,3,No
103176,2014,2,2,2,No
103176,2014,1,1,7,No
103176,2014,2,1,2,No
103176,2014,1,2,14,No
103176,2014,2,2,1,No
103176,2014,1,1,13,No
103176,2014,2,1,6,No
2217,2014,1,2,38,No
2217,2014,2,2,16,No
2217,2014,1,1,23,No
2217,2014,2,1,13,No
3317,2014,1,2,18,No
3317,2014,2,2,5,No
3317,2014,1,1,10,No
3317,2014,2,1,7,No
8510,2014,1,2,14,No
8510,2014,2,2,6,No
8510,2014,1,1,8,No
8510,2014,2,1,6,No
51844,2014,1,2,11,No
51844,2014,2,2,3,No
51844,2014,1,1,5,No
51844,2014,2,1,2,No
90824,2014,1,2,9,No
90824,2014,2,2,4,No
90824,2014,1,1,3,No
90824,2014,2,1,3,No
102223,2014,1,2,5,No
102223,2014,2,2,2,No
102223,2014,1,1,14,No
102223,2014,2,1,6,No
2458,2014,1,2,10,No
2458,2014,2,2,17,No
2458,2014,1,1,2,No
3092,2014,1,2,57,No
3092,2014,2,2,8,No
3092,2014,1,1,36,No
3092,2014,2,1,4,No
15616,2014,1,1,2,No
52536,2014,1,2,1,No
52536,2014,2,2,2,No
52536,2014,1,1,26,No
52536,2014,2,1,11,No
52639,2014,1,2,4,No
52639,2014,2,2,1,No
52639,2014,1,1,64,No
52639,2014,2,1,39,No
52928,2014,1,2,91,No
52928,2014,2,2,11,No
52928,2014,1,1,61,No
52928,2014,2,1,17,No
53445,2014,1,2,134,No
53445,2014,2,2,24,No
53445,2014,1,1,97,No
53445,2014,2,1,22,No
101274,2014,1,2,26,No
101274,2014,2,2,11,No
101274,2014,1,1,5,No
101274,2014,2,1,1,No
101511,2014,1,2,19,No
101511,2014,2,2,4,No
101511,2014,1,1,24,No
101511,2014,2,1,10,No
101740,2014,1,2,1,No
101740,2014,1,1,15,No
102018,2014,1,2,103,No
102018,2014,2,2,71,No
102018,2014,1,1,36,No
102018,2014,2,1,33,No
102186,2014,1,2,55,No
102186,2014,2,2,20,No
102186,2014,1,1,31,No
102186,2014,2,1,10,No
102314,2014,1,2,2,No
102314,2014,2,2,2,No
102314,2014,1,1,26,No
102314,2014,2,1,11,No
102322,2014,1,2,27,No
102322,2014,1,1,10,No
102322,2014,1,2,21,No
102322,2014,2,2,16,No
102322,2014,1,1,6,No
102322,2014,2,1,17,No
102322,2014,1,2,35,No
102322,2014,2,2,15,No
102322,2014,1,1,19,No
102322,2014,2,1,7,No
102322,2014,1,2,28,No
102322,2014,1,1,21,No
102519,2014,1,2,28,No
102519,2014,1,1,13,No
102519,2014,1,2,8,No
102519,2014,2,2,35,No
102519,2014,1,1,6,No
102519,2014,2,1,33,No
102519,2014,1,2,14,No
102519,2014,2,2,16,No
102519,2014,1,1,5,No
102519,2014,2,1,7,No
102519,2014,2,2,6,No
102519,2014,1,1,1,No
102519,2014,2,1,5,No
102519,2014,2,2,15,No
102519,2014,2,1,13,No
102883,2014,1,2,8,No
102883,2014,2,2,6,No
102883,2014,1,1,17,No
102883,2014,2,1,18,No
52574,2014,1,2,14,No
52574,2014,1,1,10,No
52583,2014,1,2,25,No
52583,2014,1,1,19,No
90469,2014,1,2,32,No
90469,2014,1,1,24,No
90469,2014,2,1,1,No
91020,2014,1,1,1,No
91021,2014,1,1,2,No
91022,2014,1,2,27,No
91022,2014,1,1,19,No
91023,2014,1,2,3,No
91023,2014,1,1,8,No
91024,2014,1,2,1,No
91025,2014,1,2,27,No
91025,2014,1,1,22,No
102503,2014,1,2,4,No
102503,2014,1,1,6,No
102669,2014,1,2,3,No
102669,2014,1,1,2,No
102690,2014,1,2,7,No
102690,2014,1,1,11,No
102710,2014,1,2,51,No
102710,2014,1,1,36,No
102862,2014,1,2,4,No
102862,2014,1,1,2,No
2249,2014,1,2,1,No
2249,2014,1,1,41,No
2249,2014,2,1,26,No
52792,2014,1,2,19,No
52792,2014,2,2,9,No
52792,2014,1,1,11,No
52792,2014,2,1,13,No
52903,2014,1,2,31,No
52903,2014,2,2,26,No
52903,2014,1,1,23,No
52903,2014,2,1,8,No
52935,2014,1,2,44,No
52935,2014,2,2,30,No
52935,2014,1,1,14,No
52935,2014,2,1,19,No
52936,2014,1,2,28,No
52936,2014,2,2,12,No
52936,2014,1,1,10,No
52936,2014,2,1,9,No
52951,2014,1,2,20,No
52951,2014,2,2,13,No
52951,2014,1,1,12,No
52951,2014,2,1,8,No
53065,2014,2,2,1,No
53065,2014,1,1,21,No
53065,2014,2,1,13,No
53066,2014,1,2,4,No
53066,2014,1,1,27,No
53066,2014,2,1,16,No
53534,2014,1,2,5,No
53534,2014,2,2,1,No
53534,2014,1,1,16,No
53534,2014,2,1,7,No
53536,2014,1,2,29,No
53536,2014,2,2,18,No
53536,2014,1,1,13,No
53536,2014,2,1,9,No
53537,2014,1,2,14,No
53537,2014,2,2,16,No
53537,2014,1,1,9,No
53537,2014,2,1,12,No
53538,2014,1,2,26,No
53538,2014,2,2,25,No
53538,2014,1,1,16,No
53538,2014,2,1,15,No
54060,2014,1,2,42,No
54060,2014,2,2,21,No
54060,2014,1,1,51,No
54060,2014,2,1,35,No
54088,2014,1,2,7,No
54088,2014,2,2,8,No
54088,2014,1,1,17,No
54088,2014,2,1,11,No
54441,2014,1,2,6,No
54441,2014,2,2,1,No
54441,2014,1,1,23,No
54441,2014,2,1,19,No
90864,2014,1,2,4,No
90864,2014,2,2,1,No
90864,2014,1,1,7,No
90864,2014,2,1,2,No
90912,2014,1,2,1,No
90912,2014,2,2,2,No
90912,2014,1,1,3,No
90912,2014,2,1,3,No
91318,2014,1,2,8,No
91318,2014,2,2,15,No
91318,2014,2,1,1,No
2258,2014,1,2,66,No
2258,2014,2,2,33,No
2258,2014,1,1,38,No
2258,2014,2,1,34,No
3610,2014,1,2,14,No
3610,2014,2,2,7,No
3610,2014,1,1,15,No
3610,2014,2,1,4,No
90817,2014,1,2,1,No
90817,2014,2,2,5,No
90817,2014,2,1,5,No
90940,2014,1,2,26,No
90940,2014,2,2,9,No
90940,2014,1,1,5,No
90940,2014,2,1,3,No
91288,2014,1,2,4,No
91288,2014,2,2,3,No
91288,2014,1,1,9,No
91288,2014,2,1,10,No
2264,2014,1,2,4,No
2264,2014,2,2,5,No
2264,2014,1,1,7,No
2264,2014,2,1,3,No
2265,2014,1,2,17,No
2265,2014,2,2,9,No
2265,2014,1,1,41,No
2265,2014,2,1,24,No
2469,2014,1,2,38,No
2469,2014,2,2,32,No
2469,2014,1,1,44,No
2469,2014,2,1,47,No
2470,2014,1,2,40,No
2470,2014,2,2,6,No
2470,2014,1,1,55,No
2470,2014,2,1,4,No
7911,2014,2,2,1,No
7911,2014,1,1,19,No
7911,2014,2,1,8,No
10311,2014,1,2,7,No
10311,2014,2,2,7,No
10311,2014,1,1,58,No
10311,2014,2,1,44,No
10343,2014,2,2,2,No
10343,2014,1,1,2,No
10343,2014,2,1,2,No
10345,2014,1,2,6,No
10345,2014,1,1,1,No
10495,2014,1,2,37,No
10495,2014,2,2,22,No
10495,2014,1,1,1,No
53961,2014,1,2,42,No
53961,2014,2,2,36,No
53961,2014,1,1,18,No
53961,2014,2,1,27,No
54612,2014,1,2,3,No
54612,2014,2,2,6,No
54612,2014,1,1,1,No
54612,2014,2,1,4,No
54896,2014,2,2,1,No
54896,2014,1,1,2,No
54896,2014,2,1,2,No
54897,2014,1,1,12,No
54897,2014,2,1,2,No
54898,2014,1,2,3,No
54898,2014,2,2,4,No
54898,2014,1,1,4,No
54898,2014,2,1,6,No
101510,2014,2,2,1,No
101510,2014,1,1,3,No
101510,2014,2,1,3,No
102197,2014,1,1,6,No
91372,2014,2,2,1,No
91372,2014,2,1,2,No
101266,2014,1,2,2,No
101266,2014,2,2,1,No
101266,2014,1,1,5,No
101630,2014,1,2,5,No
101630,2014,1,1,7,No
2743,2014,1,2,25,No
2743,2014,2,2,25,No
2743,2014,1,1,39,No
2743,2014,2,1,46,No
6523,2014,2,2,5,No
6523,2014,1,1,7,No
6523,2014,2,1,23,No
53994,2014,1,2,34,No
53994,2014,2,2,55,No
53994,2014,1,1,13,No
53994,2014,2,1,33,No
54002,2014,1,2,62,No
54002,2014,2,2,109,No
54002,2014,1,1,30,No
54002,2014,2,1,57,No
54910,2014,1,2,49,No
54910,2014,2,2,55,No
54910,2014,1,1,71,No
54910,2014,2,1,90,No
55192,2014,1,2,54,No
55192,2014,2,2,43,No
55192,2014,1,1,17,No
55192,2014,2,1,23,No
55193,2014,1,2,22,No
55193,2014,2,2,47,No
55193,2014,1,1,4,No
55193,2014,2,1,10,No
55194,2014,1,2,82,No
55194,2014,2,2,62,No
55194,2014,1,1,14,No
55194,2014,2,1,27,No
55195,2014,1,2,18,No
55195,2014,2,2,20,No
55195,2014,1,1,28,No
55195,2014,2,1,55,No
17445,2014,1,2,13,No
17445,2014,2,2,5,No
17445,2014,1,1,12,No
17445,2014,2,1,5,No
17445,2014,1,2,19,No
17445,2014,1,1,9,No
17445,2014,1,2,40,No
17445,2014,2,2,28,No
17445,2014,1,1,23,No
17445,2014,2,1,30,No
17661,2014,1,2,5,No
17661,2014,1,1,39,No
51709,2014,1,2,18,No
51709,2014,1,1,12,No
53231,2014,1,2,33,No
53231,2014,2,2,19,No
53231,2014,1,1,12,No
53231,2014,2,1,9,No
53243,2014,1,2,23,No
53243,2014,2,2,17,No
53243,2014,1,1,28,No
53243,2014,2,1,24,No
54428,2014,1,2,39,No
54428,2014,2,2,50,No
54428,2014,1,1,27,No
54428,2014,2,1,29,No
54428,2014,1,2,22,No
54428,2014,2,2,14,No
54428,2014,1,1,8,No
54428,2014,2,1,7,No
54742,2014,1,2,9,No
54742,2014,2,2,9,No
54742,2014,1,1,25,No
54742,2014,2,1,56,No
54742,2014,1,2,4,No
54742,2014,1,1,21,No
54742,2014,2,1,1,No
54854,2014,1,2,17,No
54854,2014,1,1,14,No
54854,2014,1,2,40,No
54854,2014,2,2,1,No
54854,2014,1,1,40,No
54854,2014,1,2,28,No
54854,2014,1,1,23,No
101439,2014,1,2,23,No
101439,2014,2,2,15,No
101439,2014,1,1,16,No
101439,2014,2,1,10,No
101777,2014,1,2,7,No
101777,2014,2,2,3,No
101777,2014,1,1,40,No
101777,2014,2,1,30,No
101777,2014,1,2,1,No
101777,2014,1,1,9,No
102076,2014,1,2,12,No
102076,2014,2,2,10,No
102076,2014,1,1,18,No
102076,2014,2,1,18,No
102076,2014,1,2,7,No
102076,2014,2,2,6,No
102076,2014,1,1,30,No
102076,2014,2,1,21,No
103018,2014,1,2,30,No
103018,2014,1,1,13,No
103018,2014,2,2,15,No
103018,2014,2,1,13,No
103018,2014,1,2,42,No
103018,2014,1,1,39,No
103283,2014,1,2,1,No
103283,2014,2,2,50,No
103283,2014,2,1,13,No
103283,2014,2,2,17,No
103283,2014,2,1,33,No
20513,2014,1,2,3,No
20513,2014,1,1,4,No
102446,2014,1,2,1,No
102446,2014,2,2,27,No
102446,2014,1,1,3,No
102446,2014,2,1,26,No
53990,2014,2,1,93,No
53990,2014,1,2,1,No
53990,2014,1,1,63,No
52590,2014,1,1,859,No
52590,2014,2,1,735,No
2268,2014,1,2,27,No
2268,2014,2,2,12,No
2268,2014,1,1,56,No
2268,2014,2,1,39,No
2269,2014,1,2,1,No
14184,2014,1,2,32,No
14184,2014,2,2,31,No
14184,2014,1,1,28,No
14184,2014,2,1,22,No
17892,2014,1,2,18,No
17892,2014,2,2,3,No
17892,2014,1,1,21,No
17892,2014,2,1,16,No
20843,2014,2,2,19,No
20843,2014,2,1,12,No
51634,2014,1,2,3,No
51634,2014,1,1,2,No
51798,2014,2,2,3,No
51798,2014,1,1,13,No
51798,2014,2,1,14,No
52235,2014,1,2,1,No
52235,2014,1,1,4,No
52586,2014,1,2,14,No
52586,2014,2,2,20,No
52586,2014,1,1,4,No
52586,2014,2,1,7,No
52707,2014,2,2,22,No
52707,2014,2,1,11,No
53026,2014,1,2,27,No
53026,2014,2,2,10,No
53026,2014,1,1,10,No
53026,2014,2,1,7,No
53688,2014,2,2,11,No
53688,2014,2,1,6,No
53774,2014,2,2,9,No
53774,2014,2,1,26,No
53886,2014,1,2,3,No
53886,2014,1,1,1,No
53887,2014,2,2,7,No
53887,2014,2,1,18,No
54245,2014,1,2,1,No
54245,2014,2,2,2,No
54245,2014,2,1,1,No
54250,2014,1,2,17,No
54250,2014,1,1,38,No
54250,2014,2,1,1,No
54251,2014,1,2,41,No
54251,2014,2,2,28,No
54251,2014,1,1,27,No
54251,2014,2,1,16,No
103096,2014,2,2,2,No
103096,2014,2,1,2,No
2272,2014,1,2,8,No
2272,2014,2,2,9,No
2272,2014,1,1,14,No
2272,2014,2,1,13,No
2273,2014,1,2,50,No
2273,2014,2,2,6,No
2273,2014,1,1,108,No
2273,2014,2,1,42,No
11358,2014,1,2,53,No
11358,2014,1,1,3,No
2276,2014,1,2,4,No
2276,2014,1,1,2,No
2278,2014,1,2,13,No
2278,2014,1,1,13,No
5036,2014,1,1,11,No
53959,2014,1,2,1,No
54702,2014,1,2,114,No
54702,2014,1,1,82,No
2279,2014,1,2,4,No
2279,2014,1,1,26,No
3588,2014,1,2,19,No
3588,2014,1,1,31,No
3937,2014,1,2,121,No
3937,2014,1,1,89,No
53580,2014,1,2,6,No
53580,2014,1,1,14,No
2978,2014,1,2,5,No
2978,2014,2,2,1,No
2978,2014,1,1,23,No
2978,2014,2,1,18,No
3283,2014,1,2,2,No
3283,2014,2,2,1,No
3283,2014,1,1,13,No
3283,2014,2,1,19,No
52358,2014,2,2,2,No
52358,2014,2,1,18,No
52554,2014,1,2,16,No
52554,2014,2,2,19,No
52554,2014,1,1,25,No
52554,2014,2,1,35,No
52656,2014,1,2,2,No
52656,2014,2,2,1,No
52656,2014,1,1,11,No
52656,2014,2,1,7,No
52657,2014,1,2,36,No
52657,2014,2,2,18,No
52657,2014,1,1,85,No
52657,2014,2,1,55,No
52658,2014,1,2,3,No
52658,2014,1,1,20,No
52658,2014,2,1,3,No
52691,2014,1,2,4,No
52691,2014,1,1,46,No
52692,2014,1,2,1,No
52692,2014,1,1,16,No
52704,2014,1,2,9,No
52704,2014,1,1,40,No
52909,2014,1,2,2,No
52909,2014,1,1,16,No
53307,2014,1,2,3,No
53307,2014,2,2,3,No
53307,2014,1,1,108,No
53307,2014,2,1,41,No
53360,2014,1,2,4,No
53360,2014,1,1,43,No
53360,2014,2,1,37,No
101514,2014,1,2,1,No
101514,2014,2,2,8,No
101514,2014,1,1,40,No
101514,2014,2,1,65,No
103098,2014,2,2,5,No
103098,2014,2,1,71,No
103232,2014,2,2,1,No
103232,2014,2,1,48,No
103316,2014,2,2,16,No
103316,2014,2,1,22,No
19732,2014,1,2,54,No
19732,2014,2,2,46,No
19732,2014,1,1,24,No
19732,2014,2,1,8,No
19733,2014,1,2,53,No
19733,2014,2,2,39,No
19733,2014,1,1,45,No
19733,2014,2,1,26,No
19742,2014,1,2,247,No
19742,2014,1,1,102,No
52525,2014,1,2,20,No
52525,2014,2,2,14,No
52525,2014,1,1,16,No
52525,2014,2,1,16,No
54394,2014,1,2,15,No
54394,2014,2,2,8,No
54394,2014,1,1,13,No
54394,2014,2,1,11,No
2287,2014,1,2,18,No
2287,2014,2,2,17,No
2287,2014,1,1,2,No
2287,2014,2,1,2,No
2289,2014,1,2,10,No
2289,2014,1,1,12,No
2289,2014,1,2,16,No
2289,2014,1,1,6,No
2289,2014,1,2,47,No
2289,2014,1,1,22,No
2289,2014,1,2,5,No
2289,2014,1,1,16,No
2291,2014,1,2,8,No
2291,2014,2,2,3,No
2291,2014,1,1,26,No
2291,2014,2,1,16,No
2291,2014,1,2,20,No
2291,2014,2,2,11,No
2291,2014,1,1,25,No
2291,2014,2,1,10,No
2291,2014,1,1,1,No
2291,2014,1,2,8,No
2291,2014,2,2,10,No
2291,2014,1,1,21,No
2291,2014,2,1,10,No
2291,2014,2,2,12,No
2291,2014,2,1,14,No
2894,2014,1,2,19,No
2894,2014,1,1,24,No
2894,2014,1,2,2,No
2894,2014,1,1,4,No
3987,2014,1,2,5,No
3987,2014,2,2,1,No
3987,2014,1,1,50,No
3987,2014,2,1,16,No
53927,2014,1,2,13,No
53927,2014,1,1,3,No
53927,2014,1,2,18,No
53927,2014,1,1,1,No
53927,2014,1,2,27,No
53927,2014,2,2,9,No
53927,2014,1,1,7,No
53927,2014,2,1,8,No
53927,2014,1,2,10,No
53927,2014,2,2,15,No
53927,2014,1,1,10,No
53927,2014,2,1,1,No
53929,2014,2,2,12,No
53929,2014,2,1,1,No
53929,2014,1,2,29,No
53929,2014,2,2,34,No
53929,2014,1,1,10,No
53929,2014,2,1,9,No
53929,2014,2,2,9,No
53929,2014,1,1,1,No
53929,2014,2,1,5,No
54198,2014,1,2,23,No
54198,2014,2,2,8,No
54198,2014,1,1,5,No
54198,2014,2,1,4,No
54198,2014,1,2,10,No
54198,2014,1,1,5,No
54204,2014,1,2,29,No
54204,2014,2,2,16,No
54204,2014,1,1,15,No
54204,2014,2,1,5,No
54204,2014,1,1,1,No
54641,2014,2,2,16,No
54641,2014,2,1,8,No
54641,2014,2,2,1,No
54641,2014,2,2,20,No
54641,2014,2,1,9,No
54641,2014,2,2,11,No
54641,2014,2,1,9,No
54641,2014,2,2,7,No
54641,2014,2,1,6,No
91430,2014,1,2,37,No
91430,2014,2,2,33,No
91430,2014,1,1,29,No
91430,2014,2,1,32,No
91430,2014,1,2,3,No
91430,2014,1,1,1,No
91430,2014,2,2,19,No
91430,2014,2,1,8,No
101648,2014,1,2,3,No
101648,2014,1,1,12,No
101648,2014,2,1,7,No
101649,2014,1,2,1,No
101649,2014,2,2,2,No
101649,2014,1,1,7,No
101649,2014,2,1,14,No
102039,2014,2,2,16,No
102039,2014,2,1,51,No
102042,2014,1,2,15,No
102042,2014,2,2,13,No
102042,2014,1,1,45,No
102042,2014,2,1,48,No
102043,2014,2,2,8,No
102043,2014,2,1,24,No
102043,2014,1,2,39,No
102043,2014,2,2,17,No
102043,2014,1,1,152,No
102043,2014,2,1,55,No
102043,2014,2,2,8,No
102043,2014,2,1,25,No
102119,2014,1,2,13,No
102119,2014,2,2,9,No
102119,2014,1,1,44,No
102119,2014,2,1,26,No
102119,2014,2,2,2,No
102119,2014,2,1,8,No
102121,2014,1,2,10,No
102121,2014,1,1,19,No
102121,2014,2,1,2,No
102122,2014,1,2,5,No
102122,2014,2,2,6,No
102122,2014,1,1,14,No
102122,2014,2,1,12,No
102626,2014,2,2,77,No
102626,2014,2,1,1,No
102627,2014,1,2,26,No
102627,2014,2,2,25,No
102627,2014,1,1,2,No
102655,2014,1,2,81,No
102655,2014,2,2,73,No
102655,2014,1,1,8,No
102655,2014,2,1,4,No
11101,2014,1,2,15,No
11101,2014,2,2,3,No
11101,2014,1,1,62,No
11101,2014,2,1,6,No
53145,2014,1,2,44,No
53145,2014,2,2,10,No
53145,2014,1,1,39,No
53145,2014,2,1,7,No
54556,2014,1,2,102,No
54556,2014,2,2,15,No
54556,2014,1,1,28,No
54556,2014,2,1,4,No
103099,2014,1,2,48,No
103099,2014,2,2,7,No
103099,2014,1,1,1,No
103369,2014,2,2,3,No
103369,2014,2,1,14,No
3050,2014,1,2,5,No
3050,2014,1,1,5,No
3050,2014,1,2,17,No
3050,2014,1,1,5,No
10443,2014,1,2,9,No
10443,2014,1,1,5,No
101949,2014,1,2,2,No
101949,2014,1,1,7,No
102054,2014,1,2,4,No
102054,2014,1,1,1,No
